doid_code	doid_name	locus	high_confidence	pubmed_ids	status	primary	gene	symbol	hgnc_id	hgnc_id_int
DOID:9952	acute lymphocytic leukemia	23	1	23512250|19684604|19684603	HC-P	1	84159	ARID5B	HGNC:17362	17362
DOID:9952	acute lymphocytic leukemia	20	1	23512250|19684604|19684603	HC-S	0	1644	DDC	HGNC:2719	2719
DOID:9952	acute lymphocytic leukemia	20	1	23512250|19684604|19684603	HC-S	0	2887	GRB10	HGNC:4564	4564
DOID:9952	acute lymphocytic leukemia	3	1	23512250|19684604	HC-S	0	55017	C14orf119	HGNC:20270	20270
DOID:9952	acute lymphocytic leukemia	2	0	19684603	LC-P	1	10242	KCNMB2	HGNC:6286	6286
DOID:9952	acute lymphocytic leukemia	26	0	19176441	LC-P	1	1607	DGKB	HGNC:2850	2850
DOID:9952	acute lymphocytic leukemia	29	0	19684603	LC-P	1	23704	KCNE4	HGNC:6244	6244
DOID:9952	acute lymphocytic leukemia	28	0	19684603	LC-P	1	256435	ST6GALNAC3	HGNC:19343	19343
DOID:9952	acute lymphocytic leukemia	17	0	22076464	LC-P	1	28232	SLCO3A1	HGNC:10952	10952
DOID:9952	acute lymphocytic leukemia	30	0	19176441	LC-P	1	3600	IL15	HGNC:5977	5977
DOID:9952	acute lymphocytic leukemia	18	0	19684603	LC-P	1	3891	KRT85	HGNC:6462	6462
DOID:9952	acute lymphocytic leukemia	8	0	22076464	LC-P	1	504189	OR8U8	HGNC:27538	27538
DOID:9952	acute lymphocytic leukemia	16	0	23007406	LC-P	1	5142	PDE4B	HGNC:8781	8781
DOID:9952	acute lymphocytic leukemia	6	0	22076464	LC-P	1	55174	INTS10	HGNC:25548	25548
DOID:9952	acute lymphocytic leukemia	24	0	22076464	LC-P	1	55668	GPATCH2L	HGNC:20210	20210
DOID:9952	acute lymphocytic leukemia	0	0	19684603	LC-P	1	56288	PARD3	HGNC:16051	16051
DOID:9952	acute lymphocytic leukemia	11	0	19684603	LC-P	1	57103	TIGAR	HGNC:1185	1185
DOID:9952	acute lymphocytic leukemia	10	0	22076464	LC-P	1	5795	PTPRJ	HGNC:9673	9673
DOID:9952	acute lymphocytic leukemia	19	0	23007406	LC-P	1	6014	RIT2	HGNC:10017	10017
DOID:9952	acute lymphocytic leukemia	7	0	19684603	LC-P	1	6262	RYR2	HGNC:10484	10484
DOID:9952	acute lymphocytic leukemia	9	0	19684603	LC-P	1	7773	ZNF230	HGNC:13024	13024
DOID:9952	acute lymphocytic leukemia	15	0	19176441	LC-P	1	79568	C2orf47	HGNC:26198	26198
DOID:9952	acute lymphocytic leukemia	13	0	19684603	LC-P	1	81472	OR2C3	HGNC:15005	15005
DOID:9952	acute lymphocytic leukemia	4	0	19176441	LC-P	1	84441	MAML2	HGNC:16259	16259
DOID:9952	acute lymphocytic leukemia	12	0	22076464	LC-P	1	8626	TP63	HGNC:15979	15979
DOID:9952	acute lymphocytic leukemia	27	0	19176441	LC-P	1	92255	LMBRD2	HGNC:25287	25287
DOID:9952	acute lymphocytic leukemia	21	0	19176441	LC-P	1	9844	ELMO1	HGNC:16286	16286
DOID:9952	acute lymphocytic leukemia	5	0	19176441	LC-S	0	10196	PRMT3	HGNC:30163	30163
DOID:9952	acute lymphocytic leukemia	1	0	19684603	LC-S	0	10877	CFHR4	HGNC:16979	16979
DOID:9952	acute lymphocytic leukemia	13	0	19684603	LC-S	0	148823	GCSAML	HGNC:29583	29583
DOID:9952	acute lymphocytic leukemia	24	0	22076464	LC-S	0	2103	ESRRB	HGNC:3473	3473
DOID:9952	acute lymphocytic leukemia	15	0	19176441	LC-S	0	26010	SPATS2L	HGNC:24574	24574
DOID:9952	acute lymphocytic leukemia	14	0	23007406	LC-S	0	27249	MMADHC	HGNC:25221	25221
DOID:9952	acute lymphocytic leukemia	1	0	19684603	LC-S	0	3078	CFHR1	HGNC:4888	4888
DOID:9952	acute lymphocytic leukemia	31	0	22076464	LC-S	0	3351	HTR1B	HGNC:5287	5287
DOID:9952	acute lymphocytic leukemia	31	0	22076464	LC-S	0	3617	IMPG1	HGNC:6055	6055
DOID:9952	acute lymphocytic leukemia	6	0	22076464	LC-S	0	55790	CSGALNACT1	HGNC:24290	24290
DOID:9952	acute lymphocytic leukemia	18	0	19684603	LC-S	0	643246	MAP1LC3B2	HGNC:34390	34390
DOID:9952	acute lymphocytic leukemia	22	0	19684603	LC-S	0	64863	METTL4	HGNC:24726	24726
DOID:9952	acute lymphocytic leukemia	30	0	19176441	LC-S	0	8821	INPP4B	HGNC:6075	6075
DOID:9952	acute lymphocytic leukemia	11	0	19684603	LC-S	0	894	CCND2	HGNC:1583	1583
DOID:986	alopecia areata	5	1	20596022	HC-P	1	1493	CTLA4	HGNC:2505	2505
DOID:986	alopecia areata	2	1	20596022	HC-P	1	3559	IL2RA	HGNC:6008	6008
DOID:986	alopecia areata	0	1	20596022	HC-P	1	64375	IKZF4	HGNC:13179	13179
DOID:986	alopecia areata	6	1	20596022	HC-S	0	154064	RAET1L	HGNC:16798	16798
DOID:986	alopecia areata	5	1	20596022	HC-S	0	29851	ICOS	HGNC:5351	5351
DOID:986	alopecia areata	4	1	20596022	HC-S	0	3558	IL2	HGNC:6001	6001
DOID:986	alopecia areata	4	1	20596022	HC-S	0	59067	IL21	HGNC:6005	6005
DOID:986	alopecia areata	6	1	20596022	HC-S	0	79465	ULBP3	HGNC:14895	14895
DOID:986	alopecia areata	1	0	20596022	LC-P	1	25824	PRDX5	HGNC:9355	9355
DOID:986	alopecia areata	3	0	20596022	LC-P	1	55014	STX17	HGNC:11432	11432
DOID:9835	refractive error	11	1	23396134	HC-P	1	1592	CYP26A1	HGNC:2603	2603
DOID:9835	refractive error	8	1	23396134	HC-P	1	2893	GRIA4	HGNC:4574	4574
DOID:9835	refractive error	3	1	23396134	HC-P	1	3759	KCNJ2	HGNC:6263	6263
DOID:9835	refractive error	10	1	23396134	HC-P	1	388336	SHISA6	HGNC:34491	34491
DOID:9835	refractive error	21	1	23396134	HC-P	1	3908	LAMA2	HGNC:6482	6482
DOID:9835	refractive error	22	1	23396134	HC-P	1	4642	MYO1D	HGNC:7598	7598
DOID:9835	refractive error	20	1	23396134	HC-P	1	4990	SIX6	HGNC:10892	10892
DOID:9835	refractive error	23	1	23396134	HC-P	1	5095	PCCA	HGNC:8653	8653
DOID:9835	refractive error	18	1	23396134|23474815	HC-P	1	54715	RBFOX1	HGNC:18222	18222
DOID:9835	refractive error	9	1	23396134	HC-P	1	56479	KCNQ5	HGNC:6299	6299
DOID:9835	refractive error	19	1	23396134|20835239	HC-P	1	57369	GJD2	HGNC:19154	19154
DOID:9835	refractive error	1	1	23396134	HC-P	1	5801	PTPRR	HGNC:9680	9680
DOID:9835	refractive error	13	1	23396134|20835236	HC-P	1	5923	RASGRF1	HGNC:9875	9875
DOID:9835	refractive error	0	1	23396134	HC-P	1	5959	RDH5	HGNC:9940	9940
DOID:9835	refractive error	16	1	23396134	HC-P	1	6096	RORB	HGNC:10259	10259
DOID:9835	refractive error	17	1	23396134	HC-P	1	646960	PRSS56	HGNC:39433	39433
DOID:9835	refractive error	15	1	23396134	HC-P	1	650	BMP2	HGNC:1069	1069
DOID:9835	refractive error	2	1	23396134	HC-P	1	776	CACNA1D	HGNC:1391	1391
DOID:9835	refractive error	5	1	23396134	HC-P	1	79698	ZMAT4	HGNC:25844	25844
DOID:9835	refractive error	4	1	23396134	HC-P	1	80114	BICC1	HGNC:19351	19351
DOID:9835	refractive error	14	1	23396134	HC-P	1	9414	TJP2	HGNC:11828	11828
DOID:9835	refractive error	12	1	23396134	HC-P	1	9760	TOX	HGNC:18988	18988
DOID:9835	refractive error	17	1	23396134	HC-S	0	1146	CHRNG	HGNC:1967	1967
DOID:9835	refractive error	20	1	23396134	HC-S	0	317761	C14orf39	HGNC:19849	19849
DOID:9835	refractive error	19	1	23396134|20835239	HC-S	0	440270	GOLGA8B	HGNC:31973	31973
DOID:9835	refractive error	12	1	23396134	HC-S	0	55636	CHD7	HGNC:20626	20626
DOID:9835	refractive error	19	1	23396134|20835239	HC-S	0	70	ACTC1	HGNC:143	143
DOID:9835	refractive error	4	1	23396134	HC-S	0	7019	TFAM	HGNC:11741	11741
DOID:9835	refractive error	23	1	23396134	HC-S	0	7546	ZIC2	HGNC:12873	12873
DOID:9835	refractive error	17	1	23396134	HC-S	0	9427	ECEL1	HGNC:3147	3147
DOID:9835	refractive error	7	0	23396134	LC-P	1	55748	CNDP2	HGNC:24437	24437
DOID:9744	type 1 diabetes mellitus	54	1	19430480|18978792|22293688|17554260|17554300|21829393	HC-P	1	10019	SH2B3	HGNC:29605	29605
DOID:9744	type 1 diabetes mellitus	4	1	17554260|21829393	HC-P	1	10666	CD226	HGNC:16961	16961
DOID:9744	type 1 diabetes mellitus	19	1	18978792|19430480|21829393	HC-P	1	114904	C1QTNF6	HGNC:14343	14343
DOID:9744	type 1 diabetes mellitus	22	1	19430480|18978792|21829393	HC-P	1	1493	CTLA4	HGNC:2505	2505
DOID:9744	type 1 diabetes mellitus	41	1	18978792|19430480	HC-P	1	1512	CTSH	HGNC:2535	2535
DOID:9744	type 1 diabetes mellitus	45	1	19430480|18840781	HC-P	1	169792	GLIS3	HGNC:28510	28510
DOID:9744	type 1 diabetes mellitus	3	1	19430480|17554260|18978792|17554300|18198356|21829393	HC-P	1	2065	ERBB3	HGNC:3431	3431
DOID:9744	type 1 diabetes mellitus	68	1	21980299	HC-P	1	22979	EFR3B	HGNC:29155	29155
DOID:9744	type 1 diabetes mellitus	27	1	19430480	HC-P	1	23242	COBL	HGNC:22199	22199
DOID:9744	type 1 diabetes mellitus	6	1	17554260|19430480|18978792|17632545|21829393|17554300	HC-P	1	23274	CLEC16A	HGNC:29013	29013
DOID:9744	type 1 diabetes mellitus	42	1	19430480|21829393	HC-P	1	246778	IL27	HGNC:19157	19157
DOID:9744	type 1 diabetes mellitus	57	1	19430480	HC-P	1	25865	PRKD2	HGNC:17293	17293
DOID:9744	type 1 diabetes mellitus	39	1	19430480|17554260|18978792|17554300|21829393|17632545	HC-P	1	26191	PTPN22	HGNC:9652	9652
DOID:9744	type 1 diabetes mellitus	5	1	17554300|18978792	HC-P	1	3133	HLA-E	HGNC:4962	4962
DOID:9744	type 1 diabetes mellitus	56	1	19430480|21829393|17554300	HC-P	1	3558	IL2	HGNC:6001	6001
DOID:9744	type 1 diabetes mellitus	35	1	19430480|22293688|21829393|18978792	HC-P	1	3559	IL2RA	HGNC:6008	6008
DOID:9744	type 1 diabetes mellitus	69	1	19430480|21829393	HC-P	1	3586	IL10	HGNC:5962	5962
DOID:9744	type 1 diabetes mellitus	21	1	17632545|21829393|19430480|17554260	HC-P	1	3630	INS	HGNC:6081	6081
DOID:9744	type 1 diabetes mellitus	61	1	19430480	HC-P	1	387103	CENPW	HGNC:21488	21488
DOID:9744	type 1 diabetes mellitus	17	1	21980299	HC-P	1	4008	LMO7	HGNC:6646	6646
DOID:9744	type 1 diabetes mellitus	12	1	19430480|18840781|21829393	HC-P	1	53347	UBASH3A	HGNC:12462	12462
DOID:9744	type 1 diabetes mellitus	18	1	19430480	HC-P	1	55328	RNLS	HGNC:25641	25641
DOID:9744	type 1 diabetes mellitus	49	1	19430480	HC-P	1	55423	SIRPG	HGNC:15757	15757
DOID:9744	type 1 diabetes mellitus	11	1	18978792|19430480	HC-P	1	5588	PRKCQ	HGNC:9410	9410
DOID:9744	type 1 diabetes mellitus	59	1	19430480|17554260|21829393|18978792	HC-P	1	5771	PTPN2	HGNC:9650	9650
DOID:9744	type 1 diabetes mellitus	20	1	18978792|19430480|21829393|18840781	HC-P	1	60468	BACH2	HGNC:14078	14078
DOID:9744	type 1 diabetes mellitus	26	1	17554260|19430480|21829393	HC-P	1	64135	IFIH1	HGNC:18873	18873
DOID:9744	type 1 diabetes mellitus	44	1	19430480	HC-P	1	677	ZFP36L1	HGNC:1107	1107
DOID:9744	type 1 diabetes mellitus	52	1	19966805|21829393	HC-P	1	7297	TYK2	HGNC:12440	12440
DOID:9744	type 1 diabetes mellitus	38	1	24029427	HC-P	1	83879	CDCA7	HGNC:14628	14628
DOID:9744	type 1 diabetes mellitus	14	1	19430480	HC-P	1	8935	SKAP2	HGNC:15687	15687
DOID:9744	type 1 diabetes mellitus	2	1	19430480|21829393	HC-P	1	94103	ORMDL3	HGNC:16038	16038
DOID:9744	type 1 diabetes mellitus	25	1	19430480|17554300	HC-P	1	969	CD69	HGNC:1694	1694
DOID:9744	type 1 diabetes mellitus	3	1	19430480|17554260|18978792|17554300|18198356|21829393	HC-S	0	1017	CDK2	HGNC:1771	1771
DOID:9744	type 1 diabetes mellitus	39	1	19430480|17554260|18978792|17554300|21829393|17632545	HC-S	0	10745	PHTF1	HGNC:8939	8939
DOID:9744	type 1 diabetes mellitus	68	1	21980299	HC-S	0	109	ADCY3	HGNC:234	234
DOID:9744	type 1 diabetes mellitus	54	1	19430480|18978792|22293688|17554260|17554300|21829393	HC-S	0	10906	TRAFD1	HGNC:24808	24808
DOID:9744	type 1 diabetes mellitus	53	1	19430480	HC-S	0	1236	CCR7	HGNC:1608	1608
DOID:9744	type 1 diabetes mellitus	2	1	19430480|21829393	HC-S	0	124626	ZPBP2	HGNC:20678	20678
DOID:9744	type 1 diabetes mellitus	60	1	19430480	HC-S	0	1504	CTRB1	HGNC:2521	2521
DOID:9744	type 1 diabetes mellitus	25	1	19430480|17554300	HC-S	0	160365	CLECL1	HGNC:24462	24462
DOID:9744	type 1 diabetes mellitus	8	1	19966805	HC-S	0	1735	DIO3	HGNC:2885	2885
DOID:9744	type 1 diabetes mellitus	68	1	21980299	HC-S	0	1788	DNMT3A	HGNC:2978	2978
DOID:9744	type 1 diabetes mellitus	54	1	19430480|18978792|22293688|17554260|17554300|21829393	HC-S	0	23316	CUX2	HGNC:19347	19347
DOID:9744	type 1 diabetes mellitus	64	1	21980299	HC-S	0	253769	WDR27	HGNC:21248	21248
DOID:9744	type 1 diabetes mellitus	42	1	19430480|21829393	HC-S	0	26471	NUPR1	HGNC:29990	29990
DOID:9744	type 1 diabetes mellitus	65	1	19430480	HC-S	0	283598	C14orf177	HGNC:26375	26375
DOID:9744	type 1 diabetes mellitus	64	1	21980299	HC-S	0	28514	DLL1	HGNC:2908	2908
DOID:9744	type 1 diabetes mellitus	25	1	19430480|17554300	HC-S	0	29121	CLEC2D	HGNC:14351	14351
DOID:9744	type 1 diabetes mellitus	5	1	17554300|18978792	HC-S	0	3117	HLA-DQA1	HGNC:4942	4942
DOID:9744	type 1 diabetes mellitus	58	1	19430480	HC-S	0	3516	RBPJ	HGNC:5724	5724
DOID:9744	type 1 diabetes mellitus	64	1	21980299	HC-S	0	387263	C6orf120	HGNC:21247	21247
DOID:9744	type 1 diabetes mellitus	8	1	19966805	HC-S	0	388015	RTL1	HGNC:14665	14665
DOID:9744	type 1 diabetes mellitus	58	1	19430480	HC-S	0	389203	SMIM20	HGNC:37260	37260
DOID:9744	type 1 diabetes mellitus	68	1	21980299	HC-S	0	391356	PTRHD1	HGNC:33782	33782
DOID:9744	type 1 diabetes mellitus	7	1	19430480	HC-S	0	3976	LIF	HGNC:6596	6596
DOID:9744	type 1 diabetes mellitus	67	1	19430480	HC-S	0	430	ASCL2	HGNC:739	739
DOID:9744	type 1 diabetes mellitus	60	1	19430480	HC-S	0	440387	CTRB2	HGNC:2522	2522
DOID:9744	type 1 diabetes mellitus	68	1	21980299	HC-S	0	51277	DNAJC27	HGNC:30290	30290
DOID:9744	type 1 diabetes mellitus	68	1	21980299	HC-S	0	5443	POMC	HGNC:9201	9201
DOID:9744	type 1 diabetes mellitus	64	1	21980299	HC-S	0	55274	PHF10	HGNC:18250	18250
DOID:9744	type 1 diabetes mellitus	2	1	19430480|21829393	HC-S	0	55876	GSDMB	HGNC:23690	23690
DOID:9744	type 1 diabetes mellitus	64	1	21980299	HC-S	0	5689	PSMB1	HGNC:9537	9537
DOID:9744	type 1 diabetes mellitus	54	1	19430480|18978792|22293688|17554260|17554300|21829393	HC-S	0	5781	PTPN11	HGNC:9644	9644
DOID:9744	type 1 diabetes mellitus	3	1	19430480|17554260|18978792|17554300|18198356|21829393	HC-S	0	5869	RAB5B	HGNC:9784	9784
DOID:9744	type 1 diabetes mellitus	3	1	19430480|17554260|18978792|17554300|18198356|21829393	HC-S	0	6231	RPS26	HGNC:10414	10414
DOID:9744	type 1 diabetes mellitus	3	1	19430480|17554260|18978792|17554300|18198356|21829393	HC-S	0	64375	IKZF4	HGNC:13179	13179
DOID:9744	type 1 diabetes mellitus	53	1	19430480	HC-S	0	6605	SMARCE1	HGNC:11109	11109
DOID:9744	type 1 diabetes mellitus	38	1	24029427	HC-S	0	6670	SP3	HGNC:11208	11208
DOID:9744	type 1 diabetes mellitus	19	1	18978792|19430480	HC-S	0	6753	SSTR3	HGNC:11332	11332
DOID:9744	type 1 diabetes mellitus	3	1	19430480|17554260|18978792|17554300|18198356|21829393	HC-S	0	6821	SUOX	HGNC:11460	11460
DOID:9744	type 1 diabetes mellitus	64	1	21980299	HC-S	0	6908	TBP	HGNC:11588	11588
DOID:9744	type 1 diabetes mellitus	64	1	21980299	HC-S	0	6991	TCTE3	HGNC:11695	11695
DOID:9744	type 1 diabetes mellitus	21	1	17632545|21829393|17554260	HC-S	0	723961	INS-IGF2	HGNC:33527	33527
DOID:9744	type 1 diabetes mellitus	68	1	21980299	HC-S	0	79172	CENPO	HGNC:28152	28152
DOID:9744	type 1 diabetes mellitus	59	1	19430480|17554260|21829393|18978792	HC-S	0	79959	CEP76	HGNC:25727	25727
DOID:9744	type 1 diabetes mellitus	54	1	19430480|18978792|22293688|17554260|17554300|21829393	HC-S	0	80018	NAA25	HGNC:25783	25783
DOID:9744	type 1 diabetes mellitus	56	1	19430480|21829393|17554300	HC-S	0	84162	KIAA1109	HGNC:26953	26953
DOID:9744	type 1 diabetes mellitus	64	1	21980299	HC-S	0	84498	FAM120B	HGNC:21109	21109
DOID:9744	type 1 diabetes mellitus	35	1	19430480|22293688|21829393|18978792	HC-S	0	84991	RBM17	HGNC:16944	16944
DOID:9744	type 1 diabetes mellitus	8	1	19966805	HC-S	0	8788	DLK1	HGNC:2907	2907
DOID:9744	type 1 diabetes mellitus	50	0	21829393|18840781	LC-P	1	10125	RASGRP1	HGNC:9878	9878
DOID:9744	type 1 diabetes mellitus	30	0	21829393	LC-P	1	115352	FCRL3	HGNC:18506	18506
DOID:9744	type 1 diabetes mellitus	1	0	17554260	LC-P	1	133690	CAPSL	HGNC:28375	28375
DOID:9744	type 1 diabetes mellitus	51	0	19430480	LC-P	1	146754	DNAH2	HGNC:2948	2948
DOID:9744	type 1 diabetes mellitus	31	0	22704111	LC-P	1	214	ALCAM	HGNC:400	400
DOID:9744	type 1 diabetes mellitus	63	0	22704111	LC-P	1	2165	F13B	HGNC:3534	3534
DOID:9744	type 1 diabetes mellitus	37	0	17554300	LC-P	1	23105	FSTL4	HGNC:21389	21389
DOID:9744	type 1 diabetes mellitus	46	0	21980299	LC-P	1	2355	FOSL2	HGNC:3798	3798
DOID:9744	type 1 diabetes mellitus	47	0	18840781	LC-P	1	23566	LPAR3	HGNC:14298	14298
DOID:9744	type 1 diabetes mellitus	40	0	21829393	LC-P	1	3560	IL2RB	HGNC:6009	6009
DOID:9744	type 1 diabetes mellitus	36	0	17554260	LC-P	1	3575	IL7R	HGNC:6024	6024
DOID:9744	type 1 diabetes mellitus	66	0	17554260	LC-P	1	3899	AFF3	HGNC:6473	6473
DOID:9744	type 1 diabetes mellitus	28	0	21980299	LC-P	1	4982	TNFRSF11B	HGNC:11909	11909
DOID:9744	type 1 diabetes mellitus	10	0	22704111	LC-P	1	5163	PDK1	HGNC:8809	8809
DOID:9744	type 1 diabetes mellitus	33	0	19430480	LC-P	1	5236	PGM1	HGNC:8905	8905
DOID:9744	type 1 diabetes mellitus	15	0	22704111	LC-P	1	55186	SLC25A36	HGNC:25554	25554
DOID:9744	type 1 diabetes mellitus	9	0	21980299	LC-P	1	60495	HPSE2	HGNC:18374	18374
DOID:9744	type 1 diabetes mellitus	13	0	21980299	LC-P	1	64806	IL25	HGNC:13765	13765
DOID:9744	type 1 diabetes mellitus	24	0	22704111	LC-P	1	6769	STAC	HGNC:11353	11353
DOID:9744	type 1 diabetes mellitus	29	0	18978792	LC-P	1	7142	TNP2	HGNC:11952	11952
